"lemmaId","arabic","lemma","root","partOfSpeech","phoneticKeys","occurrenceCount","firstRef","meaning","reviewStatus"
"arw-atraa","{EotaraY`","{EotaraY`","Erw","verb","atraa","1","11:54:4","","auto"
"ary-araa","EaraA^'","EaraA^'","Ery","noun","araa","2","37:145:2","","auto"
"ary-taraa","taEoraY`","taEoraY`","Ery","verb","taraa","1","20:118:7","","auto"
"asas-asas","EasoEasa","EasoEasa","EsEs","verb","asas","1","81:17:3","","auto"
"asb-asbh","EuSobap","EuSobap","ESb","noun","asbh","4","12:8:10","","auto"
"asb-asyb","EaSiyb","EaSiyb","ESb","adjective","asyb","1","11:77:13","","auto"
"asf-aasf","EaASif","EaASif","ESf","adjective","aasf","3","10:22:20","","auto"
"asf-aasfat","Ea`Sifa`t","Ea`Sifa`t","ESf","noun","aasfat","1","77:2:1","","auto"
"asf-aasfh","EaASifap","EaASifap","ESf","noun","aasfh","1","21:81:3","","auto"
"asf-asf",">asif",">asif","Asf","noun","asf","7","7:150:7","","auto"
"ashr-aashr","EaA$iru","EaA$iru","E$r","verb","aashr","1","4:19:22","","auto"
"ashr-ashar","Ei$aAr","Ei$aAr","E$r","noun","ashar","1","81:4:2","","auto"
"ashr-ashr","Ea$or","Ea$or","E$r","noun","ashr","13","2:234:10","","auto"
"ashr-ashrh","Ea$orap","Ea$orap","E$r","noun","ashrh","5","2:60:12","","auto"
"ashr-ashrwn","Ei$oruwn","Ei$oruwn","E$r","noun","ashrwn","1","8:65:10","","auto"
"ashr-ashyr","Ea$iyr","Ea$iyr","E$r","noun","ashyr","1","22:13:10","","auto"
"ashr-ashyrt","Ea$iyrat","Ea$iyrat","E$r","noun","ashyrt","3","9:24:8","","auto"
"ashr-mashar","miEo$aAr","miEo$aAr","E$r","noun","mashar","1","34:45:7","","auto"
"ashr-mashr","maEo$ar","maEo$ar","E$r","noun","mashr","3","6:128:4","","auto"
"ashw-asha","Ea$iY~","Ea$iY~","E$w","noun","asha","8","3:41:19","","auto"
"ashw-ashaa","Ei$aA^'","Ei$aA^'","E$w","noun","ashaa","2","12:16:3","","auto"
"ashw-ashyh","Ea$iy~ap","Ea$iy~ap","E$w","noun","ashyh","1","79:46:7","","auto"
"ashw-yash","yaEo$u","yaEo$u","E$w","verb","yash","1","43:36:2","","auto"
"asl-asl",">aSol",">aSol","ASl","noun","asl","4","14:24:11","","auto"
"asl-asyl",">aSiyl",">aSiyl","ASl","noun","asyl","3","7:205:12","","auto"
"asm-aasm","EaASim","EaASim","ESm","noun","aasm","3","10:27:14","","auto"
"asm-asm","EiSam","EiSam","ESm","noun","asm","1","60:10:40","","auto"
"asm-atsm","{EotaSamu","{EotaSamu","ESm","verb","atsm","5","3:101:11","","auto"
"asm-stasm","{sotaEoSama","{sotaEoSama","ESm","verb","stasm","1","12:32:10","","auto"
"asm-yasm","yaEoSimu","yaEoSimu","ESm","verb","yasm","3","5:67:16","","auto"
"asn-aasn","'aAsin","'aAsin","Asn","noun","aasn","1","47:15:11","","auto"
"asr-asr","Eusor","Eusor","Esr","noun","asr","8","2:185:35","","auto"
"asr-asraa","EusoraY`","EusoraY`","Esr","noun","asraa","1","92:10:2","","auto"
"asr-asrh","Eusorap","Eusorap","Esr","noun","asrh","2","2:280:4","","auto"
"asr-asyr",">asiyr",">asiyr","Asr","noun","asyr","6","2:85:17","","auto"
"asr-iasar","<iEoSaAr","<iEoSaAr","ESr","noun","iasar","1","2:266:25","","auto"
"asr-isr","<iSor","<iSor","ASr","noun","isr","3","2:286:24","","auto"
"asr-masrat","muEoSira`t","muEoSira`t","ESr","noun","masrat","1","78:14:3","","auto"
"asr-taasr","taEaAsaro","taEaAsaro","Esr","verb","taasr","1","65:6:29","","auto"
"asr-tasr","ta>osiru","ta>osiru","Asr","verb","tasr","1","33:26:15","","auto"
"asr-yasr","yaEoSiru","yaEoSiru","ESr","verb","yasr","2","12:36:9","","auto"
"ass-ass",">as~asa",">as~asa","Ass","verb","ass","3","9:108:6","","auto"
"asw-asa","EaSaA2","EaSaA2","ESw","noun","asa","10","2:60:7","","auto"
"asw-aswh",">usowap",">usowap","Asw","noun","aswh","3","33:21:7","","auto"
"asw-asy","EiSiy~","EiSiy~","ESw","noun","asy","2","20:66:6","","auto"
"asw-tas","ta>osa","ta>osa","Asw","verb","tas","4","5:26:11","","auto"
"asy-asa","EaSaA","EaSaA","ESy","verb","asa","57","2:61:57","","auto"
"asy-asy","EaSiy~","EaSiy~","ESy","adjective","asy","2","19:14:6","","auto"
"asy-asyan","EiSoyaAn","EiSoyaAn","ESy","noun","asyan","1","49:7:25","","auto"
"asy-masyt","maEoSiyat","maEoSiyat","ESy","noun","masyt","2","58:8:16","","auto"
"atb-matbyn","muEotabiyn","muEotabiyn","Etb","noun","matbyn","1","41:24:11","","auto"
"atb-ystatb","yasotaEotibu","yasotaEotibu","Etb","verb","ystatb","4","16:84:14","","auto"
"atd-aatdt",">aEotadato",">aEotadato","Etd","verb","aatdt","14","4:18:21","","auto"
"atd-atyd","Eatiyd","Eatiyd","Etd","adjective","atyd","2","50:18:8","","auto"
"atf-atf","EiTof","EiTof","ETf","noun","atf","1","22:9:2","","auto"
"athl-athl",">avol",">avol","Avl","noun","athl","1","34:16:12","","auto"
"athm-atham",">avaAm",">avaAm","Avm","noun","atham","1","25:68:22","","auto"
"athm-athm","A^vim","A^vim","Avm","noun","athm","3","2:283:27","","auto"
"athm-athym",">aviym",">aviym","Avm","adjective","athym","7","2:276:11","","auto"
"athm-ithm","<ivom","<ivom","Avm","noun","ithm","35","2:85:13","","auto"
"athm-tathym","ta>oviym","ta>oviym","Avm","noun","tathym","2","52:23:8","","auto"
"athr-aathr",">aEovaro",">aEovaro","Evr","verb","aathr","1","18:21:2","","auto"
"athr-atharh",">ava`rap",">ava`rap","Avr","noun","atharh","1","46:4:24","","auto"
"athr-athr",">avar",">avar","Avr","noun","athr","20","5:46:3","","auto"
"athr-ywthr","yu&ovaru","yu&ovaru","Avr","verb","ywthr","1","74:24:6","","auto"
"athth-athath",">ava`v",">ava`v","Avv","noun","athath","2","16:80:22","","auto"
"athw-tath","taEova","taEova","Evw","verb","tath","5","2:60:25","","auto"
"atl-atl","{Eotilu","{Eotilu","Etl","verb","atl","2","44:47:2","","auto"
"atl-atlt","EuT~ilato","EuT~ilato","ETl","verb","atlt","1","81:4:3","","auto"
"atl-matlh","m~uEaT~alap","m~uEaT~alap","ETl","noun","matlh","1","22:45:12","","auto"
"atq-atyq","Eatiyq","Eatiyq","Etq","adjective","atyq","2","22:29:8","","auto"
"atw-aataa",">aEoTaY`",">aEoTaY`","ETw","verb","aataa","8","9:29:24","","auto"
"atw-aatyh","EaAtiyap","EaAtiyap","Etw","adjective","aatyh","1","69:6:6","","auto"
"atw-at","Eata","Eata","Etw","verb","at","5","7:77:3","","auto"
"atw-ataa","EaTaA^'","EaTaA^'","ETw","noun","ataa","5","11:108:16","","auto"
"atw-atw","Eutuw~","Eutuw~","Etw","noun","atw","2","25:21:18","","auto"
"atw-aty","Eitiy~","Eitiy~","Etw","noun","aty","2","19:8:14","","auto"
"atw-taataa","taEaATaY`","taEaATaY`","ETw","verb","taataa","1","54:29:3","","auto"
"aty-ata",">ataY",">ataY","Aty","verb","ata","535","2:23:9","","auto"
"aty-aty","A^tiy","A^tiy","Aty","noun","aty","9","6:134:4","","auto"
"aty-iytaa","<iytaA'N","<iytaA'N","Aty","noun","iytaa","3","16:90:6","","auto"
"aty-maty","ma>otiy~N","ma>otiy~N","Aty","noun","maty","1","19:61:11","","auto"
"aty-mwtwn","mu&otuwn","mu&otuwn","Aty","noun","mwtwn","1","4:162:17","","auto"
"awb-awab",">aw~aAb",">aw~aAb","Awb","noun","awab","6","17:25:11","","auto"
"awb-awb",">aw~ibi",">aw~ibi","Awb","verb","awb","1","34:10:7","","auto"
"awb-iyab","<iyaAb","<iyaAb","Awb","noun","iyab","1","88:25:3","","auto"
"awb-mab","ma_#aAb","ma_#aAb","Awb","noun","mab","9","3:14:24","","auto"
"awd-aad","EaAda","EaAda","Ewd","verb","aad","42","2:275:39","","auto"
"awd-aayd",">uEiydu",">uEiydu","Ewd","verb","aayd","18","10:4:11","","auto"
"awd-aaydwn","EaA^}iduwn","EaA^}iduwn","Ewd","noun","aaydwn","1","44:15:6","","auto"
"awd-ayd","Eiyd","Eiyd","Ewd","noun","ayd","1","5:114:14","","auto"
"awd-maad","maEaAd","maEaAd","Ewd","noun","maad","1","28:85:8","","auto"
"awd-ywd","ya_#uwdu","ya_#uwdu","Awd","verb","ywd","1","2:255:46","","auto"
"awdh-aaydh",">uEiy*u",">uEiy*u","Ew*","verb","aaydh","1","3:36:19","","auto"
"awdh-adh","Eu*o","Eu*o","Ew*","verb","adh","10","2:67:15","","auto"
"awdh-maadh","maEaA*","maEaA*","Ew*","noun","maadh","2","12:23:14","","auto"
"awdh-stadh","{sotaEi*o","{sotaEi*o","Ew*","verb","stadh","4","7:200:6","","auto"
"awh-awah",">aw~a`h",">aw~a`h","Awh","noun","awah","2","9:114:21","","auto"
"awj-awj","Eiwaj","Eiwaj","Ewj","noun","awj","9","3:99:12","","auto"
"awl-aal","'aAl","'aAl","Awl","noun","aal","26","2:49:4","","auto"
"awl-awl",">aw~al",">aw~al","Awl","noun","awl","82","2:41:9","","auto"
"awl-awla",">uwliY",">uwliY","Awl","noun","awla","45","2:179:5","","auto"
"awl-tawl","taEuwlu","taEuwlu","Ewl","verb","tawl","1","4:3:28","","auto"
"awl-tawyl","ta>owiyl","ta>owiyl","Awl","noun","tawyl","17","3:7:26","","auto"
"awm-aam","EaAm","EaAm","Ewm","noun","aam","9","2:259:20","","auto"
"awn-aaan",">aEaAna",">aEaAna","Ewn","verb","aaan","2","18:95:7","","auto"
"awn-awan","EawaAn","EawaAn","Ewn","noun","awan","1","2:68:18","","auto"
"awn-mstaan","musotaEaAn","musotaEaAn","Ewn","noun","mstaan","2","12:18:15","","auto"
"awn-stayn","{sotaEiynu","{sotaEiynu","Ewn","verb","stayn","4","1:5:4","","auto"
"awn-taawn","taEaAwanu","taEaAwanu","Ewn","verb","taawn","2","5:2:38","","auto"
"awq-mawqyn","muEaw~iqiyn","muEaw~iqiyn","Ewq","noun","mawqyn","1","33:18:4","","auto"
"awr-awrh","Eaworap","Eaworap","Ewr","noun","awrh","4","24:31:61","","auto"
"awy-aawaa","'aAwaY`^","'aAwaY`^","Awy","verb","aawaa","9","8:26:12","","auto"
"awy-awa",">awaY",">awaY","Awy","verb","awa","5","11:43:2","","auto"
"awy-mawaa","ma>owaY`","ma>owaY`","Awy","noun","mawaa","22","3:151:15","","auto"
"ayb-aayb",">aEiyba",">aEiyba","Eyb","verb","aayb","1","18:79:10","","auto"
"ayd-ayd",">ay~ada",">ay~ada","Ayd","verb","ayd","9","2:87:14","","auto"
"ayd-ayyd",">ayoyd",">ayoyd","Ayd","noun","ayyd","2","38:17:9","","auto"
"ayl-aayl","EaA^}il","EaA^}il","Eyl","noun","aayl","1","93:8:2","","auto"
"ayl-aylh","Eayolap","Eayolap","Eyl","noun","aylh","1","9:28:16","","auto"
"aym-ayamaa",">aya`maY`",">aya`maY`","Aym","noun","ayamaa","1","24:32:2","","auto"
"ayn-ayn","Eayon","Eayon","Eyn","noun","ayn","61","2:60:13","","auto"
"ayn-mayn","m~aEiyn","m~aEiyn","Eyn","noun","mayn","4","23:50:11","","auto"
"ayr-ayr","Eiyr","Eiyr","Eyr","noun","ayr","3","12:70:13","","auto"
"aysh-ayshh","Eiy$ap","Eiy$ap","Ey$","noun","ayshh","2","69:21:3","","auto"
"aysh-maash","maEaA$","maEaA$","Ey$","noun","maash","1","78:11:3","","auto"
"aysh-maaysh","maEa`yi$","maEa`yi$","Ey$","noun","maaysh","2","7:10:8","","auto"
"aysh-mayshh","maEiy$ap","maEiy$ap","Ey$","noun","mayshh","3","20:124:7","","auto"
"ayy-aayh","'aAyap","'aAyap","Ayy","noun","aayh","382","2:39:4","","auto"
"ayy-ayy","Eayiy","Eayiy","Eyy","verb","ayy","2","46:33:10","","auto"
"azb-yazb","yaEozubu","yaEozubu","Ezb","verb","yazb","2","10:61:22","","auto"
"azf-aazfh","'aAzifap","'aAzifap","Azf","noun","aazfh","2","40:18:3","","auto"
"azf-azft",">azifati",">azifati","Azf","verb","azft","1","53:57:1","","auto"
"azl-atzl","{Eotazala","{Eotazala","Ezl","verb","atzl","7","2:222:7","","auto"
"azl-azl","Eazalo","Eazalo","Ezl","verb","azl","1","33:51:12","","auto"
"azl-mazl","maEozil","maEozil","Ezl","noun","mazl","1","11:42:12","","auto"
"azl-mazwlwn","maEozuwluwn","maEozuwluwn","Ezl","noun","mazwlwn","1","26:212:4","","auto"
"azm-aazm",">aEoZam",">aEoZam","EZm","adjective","aazm","3","9:20:10","","auto"
"azm-azm","Eazama","Eazama","Ezm","verb","azm","11","2:227:2","","auto"
"azm-azym","EaZiym","EaZiym","EZm","adjective","azym","120","2:7:12","","auto"
"azm-yazm","yuEaZ~imo","yuEaZ~imo","EZm","verb","yazm","3","22:30:3","","auto"
"azr-azr","Eaz~aru","Eaz~aru","Ezr","verb","azr","5","5:12:23","","auto"
"azw-azyn","Eiziyn","Eiziyn","Ezw","noun","azyn","1","70:37:5","","auto"
"azz-aaz",">aEaz~",">aEaz~","Ezz","noun","aaz","3","11:92:4","","auto"
"azz-az","Eiz~","Eiz~","Ezz","noun","az","3","19:81:8","","auto"
"azz-azh","Eiz~ap","Eiz~ap","Ezz","noun","azh","11","2:206:7","","auto"
"azz-azyz","Eaziyz","Eaziyz","Ezz","noun","azyz","101","2:129:15","","auto"
"azz-azz","Eaz~azo","Eaz~azo","Ezz","verb","azz","1","36:14:6","","auto"
"azz-taz","tuEiz~u","tuEiz~u","Ezz","verb","taz","1","3:26:13","","auto"
"azz-twz","ta&uz~u","ta&uz~u","Azz","verb","twz","1","19:83:8","","auto"
"bad-baad","ba`Eido","ba`Eido","bEd","verb","baad","1","34:19:3","","auto"
"bad-bad","baEod","baEod","bEd","noun","bad","363","2:27:6","","auto"
"bad-badt","baEudato","baEudato","bEd","verb","badt","2","9:42:9","","auto"
"bad-bawdh","baEuwDap","baEuwDap","bED","noun","bawdh","1","2:26:9","","auto"
"bad-bayd","baEiyd","baEiyd","bEd","adjective","bayd","25","2:176:14","","auto"
"bad-mbadwn","muboEaduwn","muboEaduwn","bEd","noun","mbadwn","1","21:101:9","","auto"
"bal-bal","baEol","baEol","bEl","noun","bal","7","2:228:22","","auto"
"bar-bayr","baEiyr","baEiyr","bEr","noun","bayr","2","12:65:22","","auto"
"bar-byr","bi}or","bi}or","bAr","noun","byr","1","22:45:11","","auto"
"bas-bas","ba>os","ba>os","bAs","noun","bas","25","2:177:45","","auto"
"bas-basaa","ba>osaA^'","ba>osaA^'","bAs","noun","basaa","4","2:177:42","","auto"
"bas-bays","baA^}is","baA^}is","bAs","noun","bays","1","22:28:19","","auto"
"bas-bys","bi}osa","bi}osa","bAs","verb","bys","41","2:90:1","","auto"
"bas-tbtys","tabota}iso","tabota}iso","bAs","verb","tbtys","2","11:36:14","","auto"
"bath-bath","baEava","baEava","bEv","verb","bath","56","2:56:2","","auto"
"bath-mbawthwn","m~aboEuwvuwn","m~aboEuwvuwn","bEv","noun","mbawthwn","9","6:29:9","","auto"
"bath-nbaath","{nbiEaAv","{nbiEaAv","bEv","noun","nbaath","1","9:46:10","","auto"
"bath-nbath","{n[baEava","{n[baEava","bEv","verb","nbath","1","91:12:2","","auto"
"bathr-bathr","buEovira","buEovira","bEvr","verb","bathr","2","82:4:3","","auto"
"bda-bda","bada>a","bada>a","bdA","verb","bda","15","7:29:15","","auto"
"bda-bdaah","biDa`Eap","biDa`Eap","bDE","noun","bdaah","5","12:19:12","","auto"
"bda-bdya","badiyE","badiyE","bdE","noun","bdya","2","2:117:1","","auto"
"bda-btda","{botadaEu","{botadaEu","bdE","verb","btda","1","57:27:20","","auto"
"bda-ybdy","yubodi}u","yubodi}u","bdA","verb","ybdy","3","29:19:4","","auto"
"bdhr-mbdhryn","muba*~iriyn","muba*~iriyn","b*r","noun","mbdhryn","1","17:27:2","","auto"
"bdhr-tbdhr","tuba*~iro","tuba*~iro","b*r","verb","tbdhr","1","17:26:9","","auto"
"bdhr-tbdhyr","tabo*iyr","tabo*iyr","b*r","noun","tbdhyr","1","17:26:10","","auto"
"bdl-bdl","bad~ala","bad~ala","bdl","verb","bdl","24","2:59:1","","auto"
"bdl-mbdl","mubad~il","mubad~il","bdl","noun","mbdl","3","6:34:15","","auto"
"bdl-stbdal","{sotibodaAl","{sotibodaAl","bdl","noun","stbdal","1","4:20:3","","auto"
"bdl-tbdyl","tabodiyl","tabodiyl","bdl","noun","tbdyl","7","10:64:9","","auto"
"bdl-ybdl","yubodila","yubodila","bdl","verb","ybdl","3","18:81:3","","auto"
"bdl-ystbdl","yasotabodilo","yasotabodilo","bdl","verb","ystbdl","3","2:61:24","","auto"
"bdl-ytbdl","yatabad~ali","yatabad~ali","bdl","verb","ytbdl","3","2:108:12","","auto"
"bdn-bdn","badan","badan","bdn","noun","bdn","2","10:92:3","","auto"
"bdr-bdar","bidaAr","bidaAr","bdr","noun","bdar","1","4:6:17","","auto"
"bdw-bad","baAd","baAd","bdw","noun","bad","1","22:25:16","","auto"
"bdw-bada","baAdiY","baAdiY","bdw","noun","bada","1","11:27:19","","auto"
"bdw-badwn","baAduwn","baAduwn","bdw","noun","badwn","1","33:20:11","","auto"
"bdw-bda","badaA","badaA","bdw","verb","bda","11","3:118:16","","auto"
"bdw-bdw","badow","badow","bdw","noun","bdw","1","12:100:29","","auto"
"bdw-mbdy","mubodiy","mubodiy","bdw","noun","mbdy","1","33:37:19","","auto"
"bdw-ybda","yubodiYa","yubodiYa","bdw","verb","ybda","15","2:33:19","","auto"
"bghd-bghdaa","bagoDaA^'","bagoDaA^'","bgD","noun","bghdaa","5","3:118:17","","auto"
"bghl-bghal","bigaAl","bigaAl","bgl","noun","bghal","1","16:8:2","","auto"
"bght-bghth","bagotap","bagotap","bgt","noun","bghth","13","6:31:11","","auto"
"bghy-bagh","baAg","baAg","bgy","noun","bagh","3","2:173:16","","auto"
"bghy-bghaa","bagaY`","bagaY`","bgy","verb","bghaa","26","3:83:4","","auto"
"bghy-bghy","bagoy","bagoy","bgy","noun","bghy","13","2:90:10","","auto"
"bghy-btghaa","{botagaY`","{botagaY`","bgy","verb","btghaa","48","2:187:26","","auto"
"bghy-ynbgha","yan[bagiY","yan[bagiY","bgy","verb","ynbgha","6","19:92:2","","auto"
"bhj-bhjh","bahojap","bahojap","bhj","noun","bhjh","1","27:60:14","","auto"
"bhj-bhyj","bahiyj","bahiyj","bhj","adjective","bhyj","2","22:5:69","","auto"
"bhl-nbthl","nabotahilo","nabotahilo","bhl","verb","nbthl","1","3:61:20","","auto"
"bhm-bhymh","bahiymap","bahiymap","bhm","noun","bhymh","3","5:1:8","","auto"
"bhr-bhr","baHor","baHor","bHr","noun","bhr","41","2:50:4","","auto"
"bhr-bhyrh","baHiyrap","baHiyrap","bHr","noun","bhyrh","1","5:103:5","","auto"
"bht-bht","buhita","buhita","bht","verb","bht","2","2:258:36","","auto"
"bht-bhtan","buhota`n","buhota`n","bht","noun","bhtan","6","4:20:15","","auto"
"bhth-ybhth","yaboHavu","yaboHavu","bHv","verb","ybhth","1","5:31:4","","auto"
"bjs-nbjst","{n[bajasato","{n[bajasato","bjs","verb","nbjst","1","7:160:16","","auto"
"bkha-bakha","ba`xiE","ba`xiE","bxE","noun","bakha","2","18:6:2","","auto"
"bkhl-bkhl","baxila","baxila","bxl","verb","bkhl","12","3:180:4","","auto"
"bkhs-bkhs","baxos","baxos","bxs","adjective","bkhs","2","12:20:3","","auto"
"bkhs-ybkhs","yaboxaso","yaboxaso","bxs","verb","ybkhs","5","2:282:32","","auto"
"bkm-abkm",">abokam",">abokam","bkm","noun","abkm","6","2:18:2","","auto"
"bkr-bkr","bikor","bikor","bkr","adjective","bkr","3","2:68:17","","auto"
"bkr-bkrh","bukorap","bukorap","bkr","time","bkrh","7","19:11:10","","auto"
"bkr-ibkar","<iboka`r","<iboka`r","bkr","noun","ibkar","2","3:41:20","","auto"
"bky-abkaa",">abokaY`",">abokaY`","bky","verb","abkaa","1","53:43:4","","auto"
"bky-bkt","bakato","bakato","bky","verb","bkt","5","9:82:3","","auto"
"bky-bky","bukiy~","bukiy~","bky","noun","bky","1","19:58:29","","auto"
"bla-bla","{bolaEi","{bolaEi","blE","verb","bla","1","11:44:3","","auto"
"bld-bld","balad","balad","bld","noun","bld","14","2:126:7","","auto"
"bld-bldh","balodap","balodap","bld","noun","bldh","5","25:49:3","","auto"
"blgh-ablgh",">abolagu",">abolagu","blg","verb","ablgh","5","7:79:6","","auto"
"blgh-balgh","ba`lig","ba`lig","blg","noun","balgh","6","5:95:25","","auto"
"blgh-balghh","ba`ligap","ba`ligap","blg","adjective","balghh","3","6:149:4","","auto"
"blgh-blagh","bala`g","bala`g","blg","noun","blagh","15","3:20:23","","auto"
"blgh-blgh","balaga","balaga","blg","verb","blgh","46","2:196:15","","auto"
"blgh-blygh","baliyg","baliyg","blg","adjective","blygh","1","4:63:16","","auto"
"blgh-mblgh","mabolag","mabolag","blg","noun","mblgh","1","53:30:2","","auto"
"bls-mblswn","mubolisuwn","mubolisuwn","bls","noun","mblswn","4","6:44:20","","auto"
"bls-ybls","yubolisu","yubolisu","bls","verb","ybls","1","30:12:4","","auto"
"blw-blaa","balaA^'","balaA^'","blw","noun","blaa","6","2:49:15","","auto"
"blw-blw","balawo","balawo","blw","verb","blw","20","2:155:1","","auto"
"blw-btlaa","{botalaY`^","{botalaY`^","blw","verb","btlaa","8","2:124:2","","auto"
"blw-mbtly","mubotaliy","mubotaliy","blw","noun","mbtly","2","2:249:8","","auto"
"blw-ybla","yuboliYa","yuboliYa","blw","verb","ybla","2","3:186:1","","auto"
"bnn-bnan","banaAn","banaAn","bnn","noun","bnan","2","8:12:23","","auto"
"bny-bn","{bon","{bon","bny","noun","bn","63","2:49:10","","auto"
"bny-bna","bunaY~","bunaY~","bny","noun","bna","80","2:40:1","","auto"
"bny-bnaa","binaA^'","binaA^'","bny","noun","bnaa","14","2:22:7","","auto"
"bny-bnat","banaAt","banaAt","bny","noun","bnat","17","4:23:4","","auto"
"bny-bnt","{bonat","{bonat","bny","noun","bnt","2","28:27:7","","auto"
"bny-bnyan","bunoya`n","bunoya`n","bny","noun","bnyan","7","9:109:3","","auto"
"bny-mbnyh","m~aboniy~ap","m~aboniy~ap","bny","noun","mbnyh","1","39:20:10","","auto"
"bqa-bqah","buqoEap","buqoEap","bqE","noun","bqah","1","28:30:9","","auto"
"bql-bql","baqol","baqol","bql","noun","bql","1","2:61:18","","auto"
"bqr-bqr","baqar","baqar","bqr","noun","bqr","3","2:70:10","","auto"
"bqr-bqrat","baqara`t","baqara`t","bqr","noun","bqrat","2","12:43:6","","auto"
"bqr-bqrh","baqarap","baqarap","bqr","noun","bqrh","4","2:67:10","","auto"
"bqy-abqaa",">aboqaY`^",">aboqaY`^","bqy","noun","abqaa","7","20:71:26","","auto"
"bqy-baq","baAq","baAq","bqy","noun","baq","1","16:96:7","","auto"
"bqy-baqyat","ba`qiya`t","ba`qiya`t","bqy","noun","baqyat","2","18:46:6","","auto"
"bqy-baqyh","baAqiyap","baAqiyap","bqy","noun","baqyh","2","43:28:3","","auto"
"bqy-baqyn","baAqiyn","baAqiyn","bqy","noun","baqyn","2","26:120:4","","auto"
"bqy-bqa","baqiYa","baqiYa","bqy","verb","bqa","3","2:278:8","","auto"
"bqy-bqyt","baqiy~at","baqiy~at","bqy","noun","bqyt","3","2:248:14","","auto"
"bqy-tbqa","tuboqiY","tuboqiY","bqy","verb","tbqa","1","74:28:2","","auto"
"bra-bary","baAri}","baAri}","brA","noun","bary","3","2:54:13","","auto"
"bra-bra","bar~a>a","bar~a>a","brA","verb","bra","2","12:53:2","","auto"
"bra-braa","bariY^'","bariY^'","brA","noun","braa","13","4:112:9","","auto"
"bra-braah","baraA^'ap","baraA^'ap","brA","noun","braah","2","9:1:1","","auto"
"bra-bryh","bariy~ap","bariy~ap","brA","noun","bryh","2","98:6:16","","auto"
"bra-mbrawn","mubar~a'uwn","mubar~a'uwn","brA","noun","mbrawn","1","24:26:10","","auto"
"bra-nbra","n~abora>a","n~abora>a","brA","verb","nbra","1","57:22:16","","auto"
"bra-tbra","tabar~a>a","tabar~a>a","brA","verb","tbra","5","2:166:2","","auto"
"bra-tbry","tubori}u","tubori}u","brA","verb","tbry","2","3:49:24","","auto"
"brd-bard","baArid","baArid","brd","noun","bard","2","38:42:5","","auto"
"brd-brd","barod","barod","brd","noun","brd","3","21:69:4","","auto"
"brh-abrh",">aboraHa",">aboraHa","brH","verb","abrh","3","12:80:25","","auto"
"brhn-brhan","buroha`n","buroha`n","brhn","noun","brhan","8","2:111:15","","auto"
"brj-brwj","buruwj","buruwj","brj","noun","brwj","4","4:78:8","","auto"
"brj-mtbrjat","mutabar~ija`t","mutabar~ija`t","brj","noun","mtbrjat","1","24:60:15","","auto"
"brj-tbrj","tabar~ajo","tabar~ajo","brj","verb","tbrj","2","33:33:5","","auto"
"brk-bark","ba`raka","ba`raka","brk","verb","bark","8","7:137:10","","auto"
"brk-brkat","baraka`t","baraka`t","brk","noun","brkat","3","7:96:9","","auto"
"brk-mbark","mubaArak","mubaArak","brk","noun","mbark","8","3:96:8","","auto"
"brk-mbarkh","m~uba`rakap","m~uba`rakap","brk","noun","mbarkh","4","24:35:20","","auto"
"brk-tbark","tabaAraka","tabaAraka","brk","verb","tbark","9","7:54:29","","auto"
"brm-abrm",">aboramu",">aboramu","brm","verb","abrm","1","43:79:2","","auto"
"brm-mbrmwn","muborimuwn","muborimuwn","brm","noun","mbrmwn","1","43:79:5","","auto"
"brq-brq","baroq","baroq","brq","noun","brq","6","2:19:8","","auto"
"brr-br","bir~","bir~","brr","noun","br","30","2:44:3","","auto"
"brr-tbr","tabar~u","tabar~u","brr","verb","tbr","2","2:224:7","","auto"
"brs-abrs",">aboraS",">aboraS","brS","noun","abrs","2","3:49:26","","auto"
"brz-barzh","baArizap","baArizap","brz","noun","barzh","1","18:47:6","","auto"
"brz-barzwn","ba`rizuwn","ba`rizuwn","brz","noun","barzwn","1","40:16:3","","auto"
"brz-brz","baraza","baraza","brz","verb","brz","5","2:250:2","","auto"
